Orthogroup	Acanthamoeba_castellani.NEFF	Babesia_bovis.T2Bo	Cryptosporidium_parvum	Eimeria_tenella	Entamoeba_histolytica.HM1IMSS	Giardia_intestinalis.AWB	Leishmania_donovani.BPK282A1	Leishmania_major.Friedlin	Maranthos_nigrum.EAF	Parvilucifera_sinerae.EAF	Perkinsus_marinus.high_quality	Plasmodium_falciparum	Sarcocystis_neurona.SN3	Theileria_annulata.Ankara	Toxoplasma_gondii	Trichomonas_vaginalis.G3	Trypanosoma_brucei.TREU927	Trypanosoma_cruzi.CLBElike
OG0025695	XP_004341106.1																	
OG0025696	XP_004341109.1																	
OG0025697	XP_004341113.1																	
OG0025698	XP_004341118.1																	
OG0025699	XP_004341124.1																	
OG0025700	XP_004341126.1																	
OG0025701	XP_004341132.1																	
OG0025702	XP_004341135.1																	
OG0025703	XP_004341140.1																	
OG0025704	XP_004341146.1																	
OG0025705	XP_004341157.1																	
OG0025706	XP_004341164.1																	
OG0025707	XP_004341176.1																	
OG0025708	XP_004341177.1																	
OG0025709	XP_004341180.1																	
OG0025710	XP_004341198.1																	
OG0025711	XP_004341199.1																	
OG0025712	XP_004341201.1																	
OG0025713	XP_004341206.1																	
OG0025714	XP_004341212.1																	
OG0025715	XP_004341214.1																	
OG0025716	XP_004341233.1																	
OG0025717	XP_004341236.1																	
OG0025718	XP_004341245.1																	
OG0025719	XP_004341249.1																	
OG0025720	XP_004341250.1																	
OG0025721	XP_004341270.1																	
OG0025722	XP_004341274.1																	
OG0025723	XP_004341276.1																	
OG0025724	XP_004341278.1																	
OG0025725	XP_004341284.1																	
OG0025726	XP_004341287.1																	
OG0025727	XP_004341293.1																	
OG0025728	XP_004341295.1																	
OG0025729	XP_004341296.1																	
OG0025730	XP_004341297.1																	
OG0025731	XP_004341298.1																	
OG0025732	XP_004341302.1																	
OG0025733	XP_004341308.1																	
OG0025734	XP_004341311.1																	
OG0025735	XP_004341314.1																	
OG0025736	XP_004341318.1																	
OG0025737	XP_004341320.1																	
OG0025738	XP_004341326.1																	
OG0025739	XP_004341330.1																	
OG0025740	XP_004341333.1																	
OG0025741	XP_004341334.1																	
OG0025742	XP_004341335.1																	
OG0025743	XP_004341336.1																	
OG0025744	XP_004341338.1																	
OG0025745	XP_004341339.1																	
OG0025746	XP_004341342.1																	
OG0025747	XP_004341344.1																	
OG0025748	XP_004341345.1																	
OG0025749	XP_004341348.1																	
OG0025750	XP_004341353.1																	
OG0025751	XP_004341361.1																	
OG0025752	XP_004341362.1																	
OG0025753	XP_004341364.1																	
OG0025754	XP_004341370.1																	
OG0025755	XP_004341375.1																	
OG0025756	XP_004341376.1																	
OG0025757	XP_004341378.1																	
OG0025758	XP_004341379.1																	
OG0025759	XP_004341381.1																	
OG0025760	XP_004341386.1																	
OG0025761	XP_004341387.1																	
OG0025762	XP_004341390.1																	
OG0025763	XP_004341391.1																	
OG0025764	XP_004341392.1																	
OG0025765	XP_004341394.1																	
OG0025766	XP_004341399.1																	
OG0025767	XP_004341403.1																	
OG0025768	XP_004341407.1																	
OG0025769	XP_004341413.1																	
OG0025770	XP_004341418.1																	
OG0025771	XP_004341421.1																	
OG0025772	XP_004341432.1																	
OG0025773	XP_004341433.1																	
OG0025774	XP_004341441.1																	
OG0025775	XP_004341442.1																	
OG0025776	XP_004341443.1																	
OG0025777	XP_004341451.1																	
OG0025778	XP_004341452.1																	
OG0025779	XP_004341454.1																	
OG0025780	XP_004341458.1																	
OG0025781	XP_004341459.1																	
OG0025782	XP_004341461.1																	
OG0025783	XP_004341462.1																	
OG0025784	XP_004341463.1																	
OG0025785	XP_004341464.1																	
OG0025786	XP_004341468.1																	
OG0025787	XP_004341475.1																	
OG0025788	XP_004341480.1																	
OG0025789	XP_004341489.1																	
OG0025790	XP_004341490.1																	
OG0025791	XP_004341491.1																	
OG0025792	XP_004341496.1																	
OG0025793	XP_004341498.1																	
OG0025794	XP_004341502.1																	
OG0025795	XP_004341509.1																	
OG0025796	XP_004341513.1																	
OG0025797	XP_004341514.1																	
OG0025798	XP_004341515.1																	
OG0025799	XP_004341517.1																	
OG0025800	XP_004341519.1																	
OG0025801	XP_004341521.1																	
OG0025802	XP_004341524.1																	
OG0025803	XP_004341530.1																	
OG0025804	XP_004341531.1																	
OG0025805	XP_004341534.1																	
OG0025806	XP_004341543.1																	
OG0025807	XP_004341546.1																	
OG0025808	XP_004341547.1																	
OG0025809	XP_004341549.1																	
OG0025810	XP_004341556.1																	
OG0025811	XP_004341559.1																	
OG0025812	XP_004341564.1																	
OG0025813	XP_004341567.1																	
OG0025814	XP_004341569.1																	
OG0025815	XP_004341572.1																	
OG0025816	XP_004341576.1																	
OG0025817	XP_004341577.1																	
OG0025818	XP_004341582.1																	
OG0025819	XP_004341584.1																	
OG0025820	XP_004341585.1																	
OG0025821	XP_004341589.1																	
OG0025822	XP_004341593.1																	
OG0025823	XP_004341595.1																	
OG0025824	XP_004341599.1																	
OG0025825	XP_004341601.1																	
OG0025826	XP_004341602.1																	
OG0025827	XP_004341603.1																	
OG0025828	XP_004341605.1																	
OG0025829	XP_004341613.1																	
OG0025830	XP_004341615.1																	
OG0025831	XP_004341617.1																	
OG0025832	XP_004341618.1																	
OG0025833	XP_004341619.1																	
OG0025834	XP_004341620.1																	
OG0025835	XP_004341622.1																	
OG0025836	XP_004341625.1																	
OG0025837	XP_004341626.1																	
OG0025838	XP_004341631.1																	
OG0025839	XP_004341638.1																	
OG0025840	XP_004341644.1																	
OG0025841	XP_004341648.1																	
OG0025842	XP_004341656.1																	
OG0025843	XP_004341658.1																	
OG0025844	XP_004341663.1																	
OG0025845	XP_004341672.1																	
OG0025846	XP_004341674.1																	
OG0025847	XP_004341676.1																	
OG0025848	XP_004341678.1																	
OG0025849	XP_004341684.1																	
OG0025850	XP_004341686.1																	
OG0025851	XP_004341691.1																	
OG0025852	XP_004341701.1																	
OG0025853	XP_004341704.1																	
OG0025854	XP_004341710.1																	
OG0025855	XP_004341711.1																	
OG0025856	XP_004341715.1																	
OG0025857	XP_004341717.1																	
OG0025858	XP_004341718.1																	
OG0025859	XP_004341734.1																	
OG0025860	XP_004341735.1																	
OG0025861	XP_004341737.1																	
OG0025862	XP_004341740.1																	
OG0025863	XP_004341758.1																	
OG0025864	XP_004341761.1																	
OG0025865	XP_004341767.1																	
OG0025866	XP_004341769.1																	
OG0025867	XP_004341770.1																	
OG0025868	XP_004341775.1																	
OG0025869	XP_004341776.1																	
OG0025870	XP_004341783.1																	
OG0025871	XP_004341788.1																	
OG0025872	XP_004341793.1																	
OG0025873	XP_004341794.1																	
OG0025874	XP_004341801.1																	
OG0025875	XP_004341810.1																	
OG0025876	XP_004341812.1																	
OG0025877	XP_004341816.1																	
OG0025878	XP_004341818.1																	
OG0025879	XP_004341821.1																	
OG0025880	XP_004341829.1																	
OG0025881	XP_004341837.1																	
OG0025882	XP_004341850.1																	
OG0025883	XP_004341877.1																	
OG0025884	XP_004341882.1																	
OG0025885	XP_004341883.1																	
OG0025886	XP_004341884.1																	
OG0025887	XP_004341901.1																	
OG0025888	XP_004341912.1																	
OG0025889	XP_004341913.1																	
OG0025890	XP_004341914.1																	
OG0025891	XP_004341921.1																	
OG0025892	XP_004341924.1																	
OG0025893	XP_004341925.1																	
OG0025894	XP_004341929.1																	
OG0025895	XP_004341935.1																	
OG0025896	XP_004341939.1																	
OG0025897	XP_004341940.1																	
OG0025898	XP_004341944.1																	
OG0025899	XP_004341946.1																	
OG0025900	XP_004341955.1																	
OG0025901	XP_004341957.1																	
OG0025902	XP_004341962.1																	
OG0025903	XP_004341967.1																	
OG0025904	XP_004341970.1																	
OG0025905	XP_004341973.1																	
OG0025906	XP_004341978.1																	
OG0025907	XP_004341979.1																	
OG0025908	XP_004341988.1																	
OG0025909	XP_004341989.1																	
OG0025910	XP_004341991.1																	
OG0025911	XP_004341997.1																	
OG0025912	XP_004341998.1																	
OG0025913	XP_004342003.1																	
OG0025914	XP_004342009.1																	
OG0025915	XP_004342011.1																	
OG0025916	XP_004342016.1																	
OG0025917	XP_004342018.1																	
OG0025918	XP_004342019.1																	
OG0025919	XP_004342020.1																	
OG0025920	XP_004342021.1																	
OG0025921	XP_004342022.1																	
OG0025922	XP_004342024.1																	
OG0025923	XP_004342029.1																	
OG0025924	XP_004342030.1																	
OG0025925	XP_004342031.1																	
OG0025926	XP_004342033.1																	
OG0025927	XP_004342035.1																	
OG0025928	XP_004342040.1																	
OG0025929	XP_004342045.1																	
OG0025930	XP_004342048.1																	
OG0025931	XP_004342056.1																	
OG0025932	XP_004342067.1																	
OG0025933	XP_004342072.1																	
OG0025934	XP_004342074.1																	
OG0025935	XP_004342082.1																	
OG0025936	XP_004342088.1																	
OG0025937	XP_004342101.1																	
OG0025938	XP_004342102.1																	
OG0025939	XP_004342103.1																	
OG0025940	XP_004342105.1																	
OG0025941	XP_004342109.1																	
OG0025942	XP_004342117.1																	
OG0025943	XP_004342120.1																	
OG0025944	XP_004342122.1																	
OG0025945	XP_004342130.1																	
OG0025946	XP_004342131.1																	
OG0025947	XP_004342132.1																	
OG0025948	XP_004342137.1																	
OG0025949	XP_004342139.1																	
OG0025950	XP_004342145.1																	
OG0025951	XP_004342152.1																	
OG0025952	XP_004342153.1																	
OG0025953	XP_004342154.1																	
OG0025954	XP_004342166.1																	
OG0025955	XP_004342173.1																	
OG0025956	XP_004342175.1																	
OG0025957	XP_004342177.1																	
OG0025958	XP_004342178.1																	
OG0025959	XP_004342183.1																	
OG0025960	XP_004342188.1																	
